Scores,Queries,Caches
0.64244145,picture Of long hair male Nigel number 47,
0.5881324,"hyper realistic painting of kanye west, anthropomorphic royalty standing in a throne room, dressed in a 1800s royal outfit, traditional art, very fine detail and texture, royal workshop, in the art style of beatrix potter, Willem Wissing, watercolor, colored pencil, ink, oil, acrylic, early morning lighting",
0.6192732,"a group of Taoist priests in Taoist robes at a meeting, iphone, 4k,",
0.64969164,"A beautiful female alien flying over a foggy snowy mountain, Realistic, Refined, Detailed Digital Art, Oil Painting, William-Adolphe Bouguereau, Renaissance, Highly Detailed, Cinematic Lighting, Unreal Engine, 8K",
0.6462022,Ned Flanders in real life,
0.804204,Ghost of the Fire Spirit,a world of chaos
0.74555063,1960s Japan in a studio ghibli movie,"“A beautiful large feast of delisious looking food, Studio Ghibli, Hayao Miyazaki”"
0.7915157,Frank Zappa as the Mona Lisa,snoop dog as the Mona Lisa
0.6690744,"Dora the Explorer (played by Isabela Merced) vs Lara Croft (played by Angelina Jolie), film by James Bobin and Simon West",Anthony Hopkins as Lara Croft
0.6783106,Marvel movie poster for a badass catholic bishop wearing a mitre hat,"A movie poster showing an autistic elve, wearing a protection helmet and chained to a computer."
0.70223147,"kaiju rampage in 2099 Miami Beach, digital matte black paper art pastiche by Moebius and by Cyril Rolando, Beautiful epic cityscape, pastiche by Moebius, Cyril Rolando, Shawn Coss, Junji Ito, and Roger Dean","Cosmic colorful pixar moongate, digital matte black paper art by Moebius and by Cyril Rolando, Beautiful epic night fire seascape, pastiche by Moebius, Cyril Rolando, Shawn Coss, Junji Ito, and Roger Dean"
0.7899822,"A dark figure seated on a golden throne inside a whale skeleton in the sea by Francisco Goya and Francis Bacon, vibrant red background, mythological painting, oil painting, triadic color scheme, very coherent, Figure seated on a throne of marble, whale skeleton, Beksinski and James Jean painting","A skeletal bear next to a seated figure by Francisco Goya and Francis Bacon, vibrant red background, mythological painting, oil painting, triadic color scheme, very coherent, James Jean painting"
0.82746005,"portrait of Anya Taylor Joy highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha","anime girl portrait, made by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety"
0.68187267,"an alien by Rembrandt, epic lighting","alien space dragon, style of dan seagrave art"
0.73817253,"Concept art Portrait of the ancient historical biblical SNARLING ANGRYING YELLING, jealous king Saul of Israel by craig mullins and marc simonetti, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM","a full body portrait of the ancient historical biblical evil pagan king ahab of Israel by craig mullins and marc simonetti, Ross Tran and WLOP, by Andrew Wyeth and Gerald Brom, In the style of John singer Sargent and James gurney, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM"
0.71198833,dashcam footage of a minion looking directly to the camera at night,minions being arrested by police
0.73817253,"Concept art Portrait of the ancient historical biblical SNARLING ANGRYING YELLING, jealous king Saul of Israel by craig mullins and marc simonetti, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM","a full body portrait of the ancient historical biblical evil pagan king ahab of Israel by craig mullins and marc simonetti, Ross Tran and WLOP, by Andrew Wyeth and Gerald Brom, In the style of John singer Sargent and James gurney, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM"
0.8249861,picture of Donald Glover in Pulp Fiction,picture of Alison Brie in Pulp Fiction
0.69446963,"A galaxy in an ice cube, photorealistic concept art","A cup of coffee that has a galaxy inside of it, 4k, wallpaper, rendered by Octane"
0.62878215,"an antique photograph of Starscream, in robot mode, in Chicago, photorealistic, national archives (1938)",
0.7172954,a man in an improvised Piccolo costume,A person with a pot as his head
0.670887,"design a car with style cue from a PS4 controller, octane rendering","a new based on two random cars combined, by Khyzyl Saleem and Filippo Ubertino and Javier Oquendo, octane rendering, do not crop the car out of image"
0.7719587,pencil sketch of a monastic westie drinking mead,pencil sketch of a monk drinking mead from a barrel
0.6652154,"Graphic Illustration, Creative Design, Biological megastructure super city, Fungal, Biopunk, Cityscape, Environment art, by Ralph Steadman, Francis Bacon, Hunter S Thompson","Graphic Illustration, Creative Design, Saul Goodman, fungal, biopunk, Full Body Portrait, Character Design, by Ashley Wood, Jamie Hewlett, Ralph Steadman, Francis Bacon, Hunter S Thompson"
0.68603414,"close up of a high definition anime girl with streetwear clothing in a bike with armenia quindio in the background , Artwork by Makoto Shinkai, pixiv, 8k, official media, wallpaper, hd","armenia quindio, Artwork by Makoto Shinkai, wallpaper, 4k, high quality, official media"
0.8376735,A hyperdetailed digital oil portrait painting of Eugene Stoner in the style of Guy Denning and Ruan Jia. Trending on ArtStation and DeviantArt. Digital art.,A digital portrait painting of Linus Torvalds in the style of Guy Denning
0.6213827,"pan's labyrinth, by H.R Giger",
0.76366687,"homeless man elon musk headshot, 4k, dslr, photography, national geographic",elon musk crying
0.61821836,"Screenshot of the Babylon 5 anime by Studio Gainax, inspired by Legend of the Galactic Heroes, 80s anime OVA style, modern sci-fi anime, trending on Pixiv, cinematic, 4K",
0.6806818,Stone Pavilion Children's Cat and Sculpture,roman statue of Peter Griffin
0.780566,A hyperdetailed digital oil portrait painting of Emperor Hirohito in the style of Guy Denning and Ruan Jia. Trending on ArtStation and DeviantArt. Digital art.,A digital portrait painting of Linus Torvalds in the style of Guy Denning
0.6289082,"fine portrait of a punk chicken drinking beer and making noise music, psychedelic background, ultrarealistic, 16K 3D, crying engine",
0.68223464,"a beautiful young girl posing for a photograph in the backdrop of a dense beautiful forest, flowers and little plants are growing out of her body, and the girl is surrounded by butterflies, gloomy atmosphere, an award winning oil painting","playful pinup in a field of flowers, digital art"
1.0,"a cat samurai in Japanese armour, oil painting, by Rembrandt","a cat samurai in Japanese armour, oil painting, by Rembrandt"
0.83783996,a film still of jolyne cujoh from jojo in Pulp Fiction(1994),''a film still of Bossk in Pulp Fiction(1994)''
0.70223147,"kaiju rampage in 2099 Miami Beach, digital matte black paper art pastiche by Moebius and by Cyril Rolando, Beautiful epic cityscape, pastiche by Moebius, Cyril Rolando, Shawn Coss, Junji Ito, and Roger Dean","Cosmic colorful pixar moongate, digital matte black paper art by Moebius and by Cyril Rolando, Beautiful epic night fire seascape, pastiche by Moebius, Cyril Rolando, Shawn Coss, Junji Ito, and Roger Dean"
0.6884656,"a fantasy phoenix flying through nebulous space, artstation, digital art, 4k, by Kawase Hasui, high detail, concept art, fantasy","goddess portrait. jellyfish phoenix head. intricate artwork by Tooth Wu and wlop and beeple. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8k"
0.68089026,"Award Winning reportage Full-face Portrait of a Early-medieval weathered Inuits in the snow with incredible hair wearing animal furs and traditional garb by Lee Jeffries, 85mm ND 5, perfect lighting, gelatin silver process",Award Winning Portrait of a Baglady by Lee Jeffries
0.7120422,"a beautiful render of baroque catholic veiled ghost sculpture with symmetry intricate detailed,by Nekro and peter gric and aaron horkey and Billelis,Trending on artstation,ZBrush,fractalism,maximalism,glittering,gold,ivory,fire,hyperreal","a photo of 8k ultra realistic corrupted lovecraftian cyber queen on her throne, 8 intricate white and gold tentacles, ornate, cinematic lighting, trending on artstation, 4k, hyperrealistic, focused, high details, unreal engine 5, cinematic, masterpiece"
0.93563515,"interior photograph of a crystalline glass house with thin wood structures. Translucent yellow mesh tarps hang from the glass walls and glass ceilings. The house glows with daylight, volumetric lighting. Grasses and bushes, sweet acacia trees, mesquite trees in background. Contemporary concrete kitchen counters and plywood shelves. ultra wide shot, coronarender, 8k, photorealistic","A photograph of the interior of a crystalline glass house with thin wood structures. translucent yellow mesh tarps hang from the glass walls and glass ceilings. the house glows with daylight, volumetric lighting. grasses and bushes, sweet acacia trees, mesquite trees in background. contemporary concrete kitchen counters and plywood shelves. ultra wide shot, coronarender, 8k, photorealistic"
0.69658536,"moonbow princess, anime key visual",cosmic princess
0.70287085,"harpy eagle framed photo, carl barks, cross hatching, high saturation","harpy eagle, trending on pixiv, HD, monochrome, pointillism"
0.6405084,"a small bouquet, manet, oil on canvas",
0.7317067,"Concept art of an urban city getting magically shredded into blue particles, trending on artstation, oil on canvas, vivid color, ultra detailed.","beautiful painting of the city of shining stars, trending on artstation"
0.91179496,"sci-fi wall structure on the coronation of napoleon painting and photogrammetry point cloud digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in style of nanospace Michael Menzelincev, in style of the Blade Runner 2049, in plastic, dark, tilt shift,","sci-fi wall structure on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in plastic, dark, tilt shift,"
0.7478335,Leonardo DaVinci in 2022,artwork by Leonardo da Vinci
0.8318118,"The Wednesday Frog, Orbs, lily pad, lake , volumetric lighting, realistic reflections, drop shadows","The Wednesday Frog with all the Orbs in BYOB, volumetric lighting, realistic reflections, drop shadows"
1.0000002,"Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes","Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes"
0.8803755,detailed portrait of 1890s french peasant donald trump sitting at his dining table painted by vincent van gogh,detailed portrait of 1890s french bob dylan at his  dining table  painted by vincent van gogh
1.0000002,"Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes","Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes"
0.6746942,battle scars in a tekken battlefield war sky plane fighting arcade air battles.,A video game where the player is a flying insect trying to dodge a bullet hell of rain
0.6707314,"a single cute green leaf with purple eyes, moody , lovecraft, giger, ridley scott, zack snyder, Fenghua Zhong, realistic cinematic lighting, establishing action shot, ultra detailed, hyper realism, photo, octane render","super tall black father nature with buzzed pink hair and glowing orange eyes, surrounded by a green forrest, moody , lovecraft, giger, ridley scott, zack snyder, Fenghua Zhong, realistic cinematic lighting, establishing action shot, ultra detailed, hyper realism, photo, octane render."
0.6876021,"An epic fantasy anime style portrait painting of a young blonde thief, unreal 5, DAZ, hyperrealistic, octane render, cosplay, RPG portrait, dynamic lighting","a blonde girl with purple hair, headshot, photo realistic, octane render"
0.6904835,"smooth detailed art of Rainbow kittens in space, psychedelic DMT art, well lit, digital art, expressive beautiful, award winning, high quality, key visual, 4k hd, sharp, backlit, gorgeous lighting, painted by Pablo Amaringo","rainbow space concept art, trending on artstation"
0.8204073,two cats cuddling together,a cute cat
0.8505906,"“Portal to another world by Simon Stalenhag, 8k, highly detailed, trending on artstation”",Simon stalenhag style de_dust hyper real landscape art station everyday render
1.0000002,"Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes","Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes"
0.58564186,"George HW Bush wearing a puffy rainbow wig, speaking, 1990 photo",
0.71635324,A still of Tina Belcher in Star Wars: The Clone Wars (2008),"A still of Tina Belcher from Bob's Burgers in Breaking Bad (2008), 4k"
1.0000002,"Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes","Beautiful Alison Brie as a witch, in spooky and dark with den, lit by purple and blue flames, Symmetrical face, symmetrical eyes"
0.6745762,a chicken launching nuclear war.,"two chickens meeting up for coffee at a Starbucks, ultra realistic"
0.66648537,Buffalo soldier,Batman
0.69197285,"Anthro Llama Princess, magical, flowers, bright pink highlights, detailed intricate ink illustration, dark atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, art noveau by Alfons Mucha, Trending on artstation, deviantart, watched, faved, read","woman, magical, flower, bright castleton green, detailed intricate ink illustration, dark atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, complementing colors, trending on artstation, Cgstudio, the most beautiful image ever created, dramatic, subtle details, by alphonse mucha"
0.6467666,"Artistic Masterpiece. Perfected artistic principles. Picture of the village called \'blablabla\'. SNES fantasy genre rpg concept art, HD, 4k, Trending on artstation. Classic artwork behind-the-scenes. Magazine exclusive. Worldbuilding art. JRPG. RPG.",
0.7812706,"The City of Gold, gilding, gold leaf, detailed intricate ink illustration, heavenly atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, complementing colors, trending on artstation, Cgstudio, the most beautiful image ever created, dramatic, subtle details, illustration painting by alphonse mucha and frank frazetta daarken, vibrant colors, 8K, style by Wes Anderson, award winning artwork, high quality printing, fine art, gold elements, intricate, epic lighting, very very very very beautiful scenery, 8k resolution, digital painting, sharp focus, professional art, atmospheric environment, art by artgerm and greg rutkowski, by simon stålenhag, rendered by Beeple, by Makoto Shinkai, syd meade, 8k ultra hd, artstationHD, 3d render, hyper detailed, elegant, by craig mullins and marc simonetti, Ross Tran and WLOP, by Andrew Wyeth and Gerald Brom, John singer Sargent and James gurney, cinematic, awe inspiring, beautiful, art germ,","Mars, Planet Map, NASA Image, gilding, gold leaf, detailed intricate ink illustration, heavenly atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, complementing colors, trending on artstation, Cgstudio, the most beautiful image ever created, dramatic, subtle details, illustration painting by alphonse mucha and frank frazetta daarken, vibrant colors, 8K, style by Wes Anderson, award winning artwork, high quality printing, fine art, gold elements, intricate, epic lighting, very very very very beautiful scenery, 8k resolution, digital painting, sharp focus, professional art, atmospheric environment, art by artgerm and greg rutkowski, by simon stålenhag, rendered by Beeple, by Makoto Shinkai, syd meade, 8k ultra hd, artstationHD, 3d render, hyper detailed, elegant, by craig mullins and marc simonetti, Ross Tran and WLOP, by Andrew Wyeth and Gerald Brom, John singer Sargent and James gurney"
0.63987213,a skeleton in black cloak by Guy Denning,
0.66177285,"Epic rococo painting cute mimic, ultra-detailed. Anime, pixiv, UHD 8K CryEngine, octane render","A epic and beautiful rococo painting of a young arab boy covered in yellow cloth surrounded by wolves of ashes, standing before a desert of ashes. ultra-detailed. Anime, pixiv, UHD 8K CryEngine, octane render"
0.722345,A fantasy style portrait of a e sports champion,"Portrait of an Elf Warrior, digital art"
0.7241528,"tiny peacock dragon at might in a lush green forest sitting on a mushroom, octane render, trending on artstation, artstationHD, artstationHQ, unreal engine, 8k, volumetric lighting","a boy living in the gigantic skull of an ancient dragon skeleton laying on the edge of the forest, cinematic lights, octane render, trending on artstation, artstationHD, artstationHQ, unreal engine, 8k"
0.82502455,an Amogus doing a kickflip,eli vance on a skateboard
0.5705615,vitruvian John Cena,
0.78205,photograph of advanced civilization city ruins floating in a disc in the sky 8k artstation cinematic dramatic lighting,"a fantasy sci fi city in the view of its citizens, asgardian, featured on artstation, cinematic, cinematic lighting, octane render, 4k hd artwork"
0.60767066,"Map of the City of Chicago, in the style of the Piri Reis map",
0.7266425,"portrait of a mesopotamian woman with thick black curls and bangs fringe standing inside sandstone ruins intricate portrait by Tooth Wu and wlop and beeple and Dan Mumford. Octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. Cinematic, hyper realism, high detail 8k","alchemist with thick black curls and gold jewelry wearing a red dress standing in front of red desert cliffs intricate artwork by Tooth Wu and wlop and beeple and Dan Mumford. Octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. Cinematic, hyper realism, high detail 8k"
0.8497973,"architecture looks like a dragonfly, beautifully bright white, 8k, ultra detailed, ultra realistic, glass, canopies, inspiring, crescendo","architecture looks like a hummingbird, beautifully bright white, 8k, ultra detailed, ultra realistic, glass, canopies, flow"
1.0000002,symmetric pixar serene composed spheres with subsurface scattering miyazaki,symmetric pixar serene composed spheres with subsurface scattering miyazaki
0.73817253,"Concept art Portrait of the ancient historical biblical SNARLING ANGRYING YELLING, jealous king Saul of Israel by craig mullins and marc simonetti, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM","a full body portrait of the ancient historical biblical evil pagan king ahab of Israel by craig mullins and marc simonetti, Ross Tran and WLOP, by Andrew Wyeth and Gerald Brom, In the style of John singer Sargent and James gurney, ARTSTATION, cgsociety, polycount, character design, CINEMATIC, AWE INSPIRING, BEAUTIFUL, ART GERM"
0.68723,a horned princess painted by Franz Xaver Winterhalter,Pre-Raphealite painting of a stunning medieval princess by John Collier
0.6669329,"digital art, tarot, monarchy, dragon-shaped human, noble, intrincate, ultra detailed, high class, steady look, relaxed, full body, full color, warrior, spear, gold black and red, trending on artstation, wallpaper, award-winning art, 4k, peter mohrbacher style","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.6579033,Painting of Jason Momoa as The Birth of Venus. Art by Botticelli.,"The painting depicts the moment when the goddess Venus is born from the sea. She is shown standing on a giant clam shell, with her long, flowing hair blowing in the wind. The painting is full of light and color, and Venus looks like she is about to step into a beautiful, bright future. outrun, copper verdigris by Max Dupain, by Bruce Timm 3d render"
0.8158277,glenn rhee seeing maggie walking dead season 11,rick grimes slapping glenn rhee walking dead realistic
0.8953508,"noir detective and a fedora, front view, raining, Artwork by Artgerm","noir detective wearing glasses and a fedora and smoking a cigarette, raining, Artwork by Artgerm"
0.8119148,DarkviperAU streaming Read Dead Redemption 2 with a smiling face,red dead redemption 2 map expanded
0.5895258,"cyberpunk hermetic esoteric play and games scholar floral patterned robes in his study with holographic contraptions, board games, crt monitors",
0.59769076,"portrait of Ramona Flowers in Doki Doki Literature Club, gameplay, video game, PC,",
0.5937784,very detailed wide angle landscape photography of mountain winter landscape with a wolf leaving paw prints on snow at sunset,
0.7701931,Asmongold,abomasnow
0.72149974,"35mm atmospheric urban photographic landscape of Hong Kong 20XX, Blade Runner 1982 city, futuristic dystopian megacity skyline, hard rain falling, neon, industrial fires and smog","35mm photography landscape of Taipei in 2141, futuristic megacity skyline, neon towers in the rainy night"
0.665466,"photo of Chinese girl looking out the window, cinematic light, photography",selfie of pretty Korean girl
0.730318,"Hot female ninja, cinematic lighting, detailed oil painting, unreal 5 render, 8k","full body design female character, assassin cyberpunk, photorealistic, dramatic lighting, cyborg"
0.6764431,"dark shrouded woman performing ethereal ritual, expanding energy, epic surrealism oil paint by Ernst Fuchs, Zdzislaw Beksinski, Katsuhuro Otomo highly detailed",Skeleton riding a motocycle with fire behind made by Zdzislaw Beksinski
0.78371805,"A photo of an SUV inspired by a 2022 Ford Explorer and 2022 Chevrolet Tahoe, red, driving along the coast of California, auto photography, action shot","A photo of an SUV inspired by a 2022 Ford Explorer and 2022 Chevrolet Tahoe, high angle"
0.79229915,"portrait of Saoirse Ronan highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha","anime girl portrait, made by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety"
0.69667995,Dwayne The Rock Johnson character profile in Super Smash Brothers for n64,Dwayne “The Rock” Johnson in Sims 4
0.74551564,"beautiful young Asian elf woman with blue hair in a hazy forest at dusk, by Zdzisław Beksiński","beautiful young Asian elf woman with blue hair in a hazy forest at dusk, by Artgerm"
0.8295911,a hand drawn cartoon illustration of a box of mac and cheese holding a cup of  coffee,realistic photo of a box of mac and cheese with a cup of coffee
0.92503196,"digital art, tarot, Egwene from Wheel of Time, close-up, intrincate, high detail, high class, steady look, charming, relaxed, trending on artstation, wallpaper, award-winning art","digital art, tarot, Egwene from Wheel of Time, intrincate, high detail, high class, steady look, relaxed, full body, full color, trending on artstation, wallpaper, award-winning art"
0.73036456,photo of a cat drinking water from a puddle,a cat eating a croissant
0.81105864,picture beautiful worlds beyond the stars,Life The Universe and Everything
0.7577708,"A fantasy comic book style portrait painting of a fantasy male necromancer elder, unreal 5, DAZ, hyperrealistic, octane render, cosplay, RPG portrait, dynamic lighting","a necromancer performing a spell to summon a demon. intricate artwork, octane render, trending on artstation. cinematic, hyper realism, high detail, octane render, 8k, depth of field, bokeh"
0.6464385,"A boy walking alongside a channel of water in a dense swamp, photograph taken in 1890, grainy, film grain",
0.79146045,"A Still of Katara the waterbender as a Pixar character in the film Moana (2016), hyperdetailed, 8k, trending on Artstation","A portrait of Katara from Avatar the Last Airbender in the real world, a cute 3d cgi toon young woman, medium shot, mid-shot, hyperdetailed, 8k, trending on artstation, as a Pixar character"
0.7236153,"Karthus from League of Legends, pixel art",Pixel art of Rebecca Chambers from the Resident Evil series
0.69569206,"post-apocalyptic Seattle , realistic photograph, cinematic, 4k, hd",a scene from the video game Stalker. ultra realistic graphics unreal engine
0.5295565,a Shrunken Head in an Amazon rainforest,
0.68480134,chloe grace moretz in the video game dishonored,An immense and depthful palace of a steampunk holographic world of the video game dishonored
0.7028548,tom hanks wearing a blonde shoulder-length wig,Jens Stoltenberg with a mullet haircut
0.7616749,"fantasy dwarf, monocle, portrait","Portrait of an Elf Warrior, digital art"
0.78197193,"a smiling border collie dog wearing a pink star necklace, outer space, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration","a happy border collie dog with a pink star necklace, trending on artstation"
0.7769165,frog in a car,snail with the legs of a frog underneath
0.6993948,car dashcam footage of a creature in the night,"Cthulhu cryptid caught on camera, 4k trailcam at night"
0.7666669,"portrait of iShowSpeed highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha","anime girl portrait, made by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety"
0.6572149,"the krebs cycle by Dan Mumford and Umberto Boccioni, acrylic on canvas","ghost pirate aboard a pirate ship, spooky fog, moonlit, oil on canvas, by Dan Mumford, by Josan Gonzalez, by Frank Frazetta, soft lighting"
0.7146703,"tiny peacock dragon at night in a lush green forest sitting on a mushroom, octane render, trending on artstation, artstationHD, artstationHQ, unreal engine, 8k, volumetric lighting","a boy living in the gigantic skull of an ancient dragon skeleton laying on the edge of the forest, cinematic lights, octane render, trending on artstation, artstationHD, artstationHQ, unreal engine, 8k"
0.7581593,"highly detailed portrait of a beautiful celestial mage, dramatic light, artstation","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.66745454,photo of a futuristic Melbourne tram,"Abandoned city Melbourne, Australia. Built in 1835, thrived under the rule of the Andrews government"
0.87101656,"A full color still of young John Lennon in Gollum makeup and costume, without glasses, on all fours, in The Lord of the Rings directed by Stanley Kubrick, 1967 film,","A full color still of John Lennon as Gollum in The Lord of the Rings, 1967"
0.7265364,"Cookieman rules the universe with kindness and magic, a painting by Gustave Dore and Dan Mumford","Eye of the universe from outer wilds as seen through the end of the universe, moon, stargate, spray painted graffiti by Dan Mumford and by Michael Whelan"
0.74410135,closeup of anakin skywalker yelling at sand,"anakin skywalker crying, concept art"
0.68850446,"a sad duchess, tissot, oil on canvas",Pre-Raphaelite painting of a medieval princess by John Collier
0.6516087,"Anthro Llama Princess LLama, magical, flowers, bright pink highlights, detailed intricate ink illustration, Llama, dark atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, art noveau by Alfons Mucha, Llama, Trending on artstation, deviantart, watched, faved, read","woman, magical, flower, bright castleton green, detailed intricate ink illustration, dark atmosphere, detailed illustration, hd, 4k, digital art, overdetailed art, concept art, complementing colors, trending on artstation, Cgstudio, the most beautiful image ever created, dramatic, subtle details, by alphonse mucha"
0.823491,a true-to-life portrait of Mackenzie Foy painted by John Everett Millais,a true-to-life accurate portrait of Saoirse Ronan painted by John Everett Millais
0.62956953,beautiful lady sitting in a cafe in Shanghai,
0.6629534,"harpy eagle framed photo, carl barks, cross hatching, yellow and black","harpy eagle, trending on pixiv, HD, monochrome, pointillism"
0.76470435,"Poster Art for Wynwood Miami, Graffiti, Geometric 3d shapes, Video Games, marijuana, smoke, by Sachin Teng, by Jose Mertz, Trending on artstation","Album Art for Char Zulu, \'Anime and Drugs\', psx, 3d shapes, Video Games, marijuana, smoke, by Range Murata, by Sachin Teng, Trending on artstation"
0.6945517,a pulp scifi novel from the 1950s about a bloodthirsty robot.,pulp sci-fi magazine cover 1980s
0.50062424,"woman, cervix awakening, downward vertical energy rays, void, circle of energy ::5 petals ::0.7 purple ::4 light blue ::3 neon pink ::0.7",
0.8900466,"A single elemental firestone alone, burning hot and covered in flowing fluid art. Set aflame. Ruby Stone. Liquid Gold. Lava. Crystal structure. Hexagon. Glowing Hot. Spirals. Melting. Intricate. Hyper Real. 4K. Octane Render. Empty Background. Black Background.",An elemental firestone covered in liquid art. aflame. Ruby Stone. Liquid Gold. Lava. Crystal structure. Hexagon Shapes. Glowing Hot. Snail Shell. Melting. Intricate. Hyper Real. 4K. Octane Render. Empty Background. Black Background.
0.47090027,extremely detailed complex intricate voronoi fractured viscous ores with slick wet blacklight mud oozing from the afterimage of fluorescent yellow smoke by Boris Vallejo 8k 3d,
0.6311915,"a nice beautiful e-sports logo of a howling wolf with full moon, svg vector, blue and yellow, flat colors",
0.7235154,woman with hair by colorful cables,"woman in a long, flowing dress made of multi-colored wires and cables"
0.7317067,"Concept art of an urban city getting magically shredded into blue particles, trending on artstation, oil on canvas, vivid color, ultra detailed.","beautiful painting of the city of shining stars, trending on artstation"
0.83527195,cape town cityscape oil painting magritte,rio de janeiro cityscape oil painting magritte
0.630479,"a beautiful render of some butterflies around a catholic rococo girl sculpture ,by Mark Ryden and enki bilal and NekroXIII and patrick woodroffe and Donato Giancola,Trending on artstation,ZBrush,symmetry intricate detailed，maximalist,glittering,gold,silver，ivory,hyperreal",
0.8945335,"noir detective and a fedora, full figure, raining, Artwork by Artgerm","noir detective wearing glasses and a fedora and smoking a cigarette, raining, Artwork by Artgerm"
0.90032595,"sci-fi wall structure on the coronation of napoleon painting and photogrammetry point cloud digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, colors in style of nanospace Michael Menzelincev, colors in style of the Blade Runner 2049, in plastic, dark, tilt shift,","sci-fi wall structure on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in plastic, dark, tilt shift,"
0.695001,"monolithic sci-fi structure stretching into the atmosphere perched atop a large mountain with snowy terrain as cargo space freighters export precious ore in the early morning mist, trending on artstation","a fantasy sci fi city in the view of its citizens, asgardian, featured on artstation, cinematic, cinematic lighting, octane render, 4k hd artwork"
0.8098831,2B from Nier Automata,"A beautiful portrait of 2B, nier automata, cinematic lighting, 8k, octane render"
0.73861563,"gon freecss (hunter x hunter) as hulk, highly detailed, anime art",“Portrait of Captain Farnglass a hulk of a man with huge muscles and a quick trigger-finger and tattoos along both arms; in the style of comic book super-villains and epic portraits”
0.7222271,a woman standing in the sea at the beach. She is wearing a flowing dress in the style of Georgia O'Keeffe. Sunlight is reflecting off the waves. Detailed digital art.,"A woman wearing a sundress watching as an eldritch sea god emerges from the ocean, digital art, detailed"
0.7219422,"A red SUV inspired by a 2022 Ford Explorer and 2022 Chevrolet Tahoe, driving along the coast of California, auto photography, action shot","A photo of an SUV inspired by a 2022 Ford Explorer and 2022 Chevrolet Tahoe, high angle"
0.7623445,"a whale society under the ocean on an alien world, sci-fi digital art,","a fancy whale wearing kelp leis and dancing with bubbles under the ocean, sci-fi digital art,"
0.66770744,"a grey-black cube inside a translucent sphere, hovering over the ocean, ufo, 8k",a transparent sphere on a beach with a crab looking at it
